,Country,Track Name,Artist Name,Album Name,Popularity,Date,Markets,Danceability,Acousticness,duration,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,TSignature,Positiveness
1716,IRL,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,2023-09-15,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
1729,IRL,Now And Then,The Beatles,Now And Then,85,2023-11-02,AR,0.442,0.238,248333,0.605,6.44e-05,4,0.307,-4.639,0,0.0284,87.194,4,0.358
1706,IRL,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),91,2023-10-26,AR,0.793,0.186,146437,0.512,3.81e-05,0,0.0889,-9.319,1,0.0338,109.994,4,0.0662
1725,IRL,One Of Your Girls,Troye Sivan,Something To Give Each Other,88,2023-10-13,AR,0.629,0.0878,181482,0.654,0.00655,11,0.22,-7.852,0,0.0584,93.034,4,0.799
1708,IRL,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
1701,IRL,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
1743,IRL,Riptide,Vance Joy,Dream Your Life Away (Special Edition),83,2014-09-09,AR,0.484,0.431,204280,0.731,0.0,1,0.151,-6.694,1,0.0379,101.654,4,0.51
1734,IRL,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),90,2023-10-26,AR,0.626,0.0656,279833,0.547,1.67e-05,4,0.149,-8.285,1,0.0342,109.946,4,0.192
1711,IRL,Something in the Orange,Zach Bryan,Something in the Orange,90,2022-04-22,AR,0.369,0.555,228013,0.192,8.35e-06,4,0.0954,-12.151,0,0.04,175.212,3,0.148
1717,IRL,Sprinter,Dave,Sprinter,92,2023-06-01,AR,0.916,0.186,226383,0.583,0.0,1,0.0798,-8.067,1,0.241,141.095,4,0.661
1700,IRL,Stick Season,Noah Kahan,Stick Season,89,2022-10-14,AR,0.662,0.782,182347,0.488,0.0,9,0.102,-6.894,1,0.0682,117.913,4,0.817
1704,IRL,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
1749,IRL,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version),90,2023-10-26,AR,0.575,0.000418,231000,0.824,0.0214,2,0.0901,-4.823,1,0.038,94.971,4,0.292
1741,IRL,Take Me to Church,Hozier,Hozier (Expanded Edition),80,2014-09-19,AU,0.566,0.634,241693,0.664,0.0,4,0.116,-5.303,0,0.0464,128.945,4,0.437
1719,IRL,The Night We Met,Lord Huron,Strange Trails,83,2015-04-07,CA,0.545,0.969,208212,0.366,0.267,2,0.641,-9.51,1,0.0378,86.997,3,0.1
1737,IRL,Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,88,2008-05-26,AR,0.486,0.0954,242373,0.617,3.23e-06,5,0.109,-7.115,0,0.0287,138.015,4,0.417
1709,IRL,Water,Tyla,Water,95,2023-07-28,AR,0.673,0.0856,200256,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
1736,IRL,You’re Gonna Go Far,Noah Kahan,Stick Season (We'll All Be Here Forever),82,2023-06-09,AR,0.59,0.599,286369,0.36,0.0,7,0.112,-9.643,1,0.0301,169.909,4,0.379
1735,IRL,Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995),86,1994-10-03,AR,0.309,0.0158,306440,0.649,0.00591,7,0.367,-8.994,1,0.035,166.915,4,0.312
1712,IRL,adore u,Fred again..,adore u,83,2023-08-11,AR,0.747,0.582,220653,0.867,0.00413,0,0.114,-7.311,1,0.088,124.015,4,0.684
1738,IRL,bad idea right?,Olivia Rodrigo,GUTS,92,2023-09-08,AR,0.627,0.00193,184784,0.879,6.87e-06,9,0.0647,-3.446,1,0.0955,129.979,4,0.748
1742,IRL,get him back!,Olivia Rodrigo,GUTS,90,2023-09-08,AR,0.546,0.0135,211141,0.846,0.0,5,0.607,-5.719,1,0.181,162.043,4,0.74
1702,IRL,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1733,IRL,ten,Fred again..,ten,80,2023-10-13,AR,0.765,0.818,182013,0.468,0.00708,11,0.109,-10.343,0,0.328,127.984,4,0.347
1713,IRL,vampire,Olivia Rodrigo,GUTS,95,2023-09-08,AR,0.511,0.177,219724,0.532,0.0,5,0.291,-5.745,1,0.0578,138.005,4,0.35
1796,ISL,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",95,2023-07-13,AR,0.444,0.959,222370,0.0911,1.05e-06,0,0.098,-17.665,1,0.0307,78.403,4,0.142
1778,ISL,ALEINN,Daniil,600,45,2023-03-24,AR,0.766,0.11,136347,0.574,1.14e-05,2,0.216,-6.716,0,0.0401,116.024,4,0.488
1792,ISL,ÁÐUR FYRR,ISSI,ÁÐUR FYRR,42,2023-10-13,AR,0.524,0.382,151169,0.831,0.0,9,0.239,-5.888,0,0.046,111.983,4,0.498
1775,ISL,All I Want for Christmas Is You,Mariah Carey,Merry Christmas,86,1994-10-28,AR,0.336,0.164,241107,0.627,0.0,7,0.0708,-7.463,1,0.0384,150.273,4,0.35
1766,ISL,Ævintýralönd,Hafdís Huld,Vögguvísur,47,2012-06-04,AR,0.627,0.918,191332,0.123,1.14e-05,0,0.0997,-14.632,1,0.0298,73.551,3,0.351
1761,ISL,Bakka ekki út,Aron Can,Bakka ekki út,47,2023-05-12,AR,0.789,0.143,164187,0.505,0.0,4,0.126,-9.499,0,0.0611,144.933,4,0.322
1776,ISL,Bí bí og blaka,Hafdís Huld,Vögguvísur,46,2012-06-04,AR,0.602,0.952,123577,0.0242,0.0,0,0.105,-16.589,1,0.0426,96.834,4,0.29
1765,ISL,Bíum bíum bambaló,Hafdís Huld,Vögguvísur,47,2012-06-04,AR,0.777,0.926,175404,0.1,0.0,2,0.0947,-14.009,0,0.0377,99.979,4,0.641
1788,ISL,Cruel Summer,Taylor Swift,Lover,99,2019-08-23,AR,0.552,0.117,178427,0.702,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,0.564
1793,ISL,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),94,2023-05-25,AR,0.671,0.0207,176579,0.845,0.0,11,0.329,-4.93,0,0.048,110.056,4,0.775
1752,ISL,Dvel ég í draumahöll,Hafdís Huld,Vögguvísur,52,2012-06-04,AR,0.729,0.9,108902,0.15,8.74e-06,11,0.102,-13.306,1,0.0361,120.043,4,0.397
1781,ISL,Dýrð í dauðaþögn,BRÍET,Stór Agnarögn,15,2022-08-16,CA,0.425,0.00457,199120,0.73,0.00281,4,0.144,-9.038,1,0.0546,180.1,4,0.129
1768,ISL,Elska,Daniil,Elska,46,2023-08-03,AR,0.721,0.00789,157507,0.601,0.0022,9,0.116,-7.591,1,0.0364,115.995,4,0.0767
1795,ISL,FLÝG UPP,Aron Can,"ANDI, LÍF, HJARTA, SÁL",41,2021-06-25,AR,0.66,0.103,252920,0.818,0.000692,5,0.0715,-7.335,1,0.115,163.933,4,0.434
1770,ISL,Frost er úti fuglinn minn,Hafdís Huld,Vögguvísur,46,2012-06-04,AR,0.504,0.937,125852,0.118,0.0,9,0.0619,-13.917,1,0.0392,113.507,3,0.6
1767,ISL,Góða nótt,Hafdís Huld,Vögguvísur,46,2012-06-04,AR,0.797,0.954,132447,0.175,0.0,9,0.115,-11.86,1,0.0325,99.902,3,0.635
1780,ISL,HITIII á klúbbnum,PATRi!K,PBT,46,2023-05-05,AR,0.71,0.0904,177187,0.836,0.0,7,0.335,-6.263,0,0.06,126.985,4,0.623
1790,ISL,Í síðasta skipti,Friðrik Dór,Segir ekki neitt,41,2018-10-01,AR,0.749,0.455,179908,0.362,0.0,1,0.15,-8.395,1,0.0369,130.051,3,0.325
1763,ISL,IDGAF (feat. Yeat),Drake,For All The Dogs,94,2023-10-06,AR,0.663,0.0464,260111,0.67,8.92e-05,8,0.205,-8.399,1,0.271,136.952,4,0.138
1751,ISL,Krumla,ICEGUYS,Krumla,51,2023-07-21,AR,0.753,0.0205,195464,0.793,0.0,7,0.0448,-3.981,0,0.0484,104.934,4,0.418
1772,ISL,Last Christmas - Single Version,Wham!,The Singles: Echoes from the Edge of Heaven,70,2023-07-07,AR,0.733,0.212,265960,0.598,3.71e-06,2,0.156,-8.228,1,0.0278,107.732,4,0.935
1755,ISL,Litlar stjörnur,Hafdís Huld,Vögguvísur,49,2012-06-04,AR,0.698,0.912,152416,0.118,0.0,5,0.116,-12.113,1,0.0298,93.086,4,0.552
1764,ISL,Ljós,Hafdís Huld,Vögguvísur,47,2012-06-04,AR,0.742,0.89,197137,0.0915,0.0,2,0.0926,-13.086,1,0.0438,146.165,3,0.813
1784,ISL,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,2023-09-15,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
1777,ISL,Nóttin læðist inn,Hafdís Huld,Vögguvísur,45,2012-06-04,AR,0.716,0.926,182091,0.124,0.0,0,0.103,-12.602,1,0.0394,120.015,4,0.496
1758,ISL,Óskasteinar,Hafdís Huld,Vögguvísur,48,2012-06-04,AR,0.697,0.911,99614,0.0953,0.0,9,0.109,-13.16,0,0.0314,79.866,4,0.64
1771,ISL,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
1794,ISL,Pink + White,Frank Ocean,Blonde,91,2016-08-20,AR,0.545,0.667,184516,0.545,5.48e-05,9,0.417,-7.362,1,0.107,159.94,3,0.549
1753,ISL,Prada,cassö,Prada,94,2023-08-11,AR,0.638,0.001,132359,0.717,1.79e-06,8,0.113,-5.804,1,0.0375,141.904,4,0.422
1783,ISL,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,For All The Dogs,88,2023-10-06,AR,0.645,0.0377,319192,0.729,0.0,2,0.384,-4.56,1,0.0528,146.01,4,0.142
1798,ISL,Rómeó og Júlía,Bubbi Morthens,Kona,42,1985-06-06,AR,0.415,0.505,297866,0.372,0.0,9,0.0861,-12.62,1,0.031,64.942,4,0.124
1754,ISL,Rúlletta,ICEGUYS,Rúlletta,49,2023-06-16,AR,0.748,0.00129,219519,0.608,0.0,9,0.0891,-5.977,1,0.0531,129.99,4,0.813
1785,ISL,Rúntarinn,Steindi Jr.,Rúntarinn,44,2023-08-03,AR,0.759,0.0537,165812,0.775,1.79e-06,7,0.141,-5.957,1,0.16,154.874,4,0.596
1762,ISL,SÍMINN DAUÐUR,Izleifur,SÍMINN DAUÐUR,39,2023-11-03,AR,0.713,0.0118,122459,0.757,9.29e-05,2,0.359,-5.947,1,0.119,152.172,4,0.669
1789,ISL,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
1786,ISL,Sitt sýnist hverjum,Úlfur Úlfur,Hamfarapopp,40,2023-10-27,AR,0.887,0.0265,220652,0.61,3.45e-06,9,0.11,-7.902,1,0.256,142.009,4,0.486
1750,ISL,Skína,PATRi!K,Skína,53,2023-07-21,AR,0.686,0.0184,179512,0.688,0.0,6,0.34,-6.76,0,0.038,123.027,4,0.865
1799,ISL,Snjókorn falla,Laddi,Jóla hvað?,32,2007-01-01,AR,0.824,0.483,201689,0.621,1.2e-06,9,0.112,-6.975,1,0.031,102.181,4,0.909
1760,ISL,Sofa urtubörn,Hafdís Huld,Vögguvísur,48,2012-06-04,AR,0.715,0.921,150883,0.091,0.0,9,0.101,-13.713,1,0.0375,119.95,4,0.542
1757,ISL,Sofðu unga ástin mín,Hafdís Huld,Vögguvísur,48,2012-06-04,AR,0.617,0.928,133050,0.11,0.0,4,0.11,-10.594,0,0.0343,127.658,3,0.385
1774,ISL,Sofðu,Hafdís Huld,Vögguvísur,46,2012-06-04,AR,0.684,0.935,193283,0.117,0.0,2,0.0762,-12.232,0,0.0349,125.928,3,0.671
1773,ISL,Sólskin,Hafdís Huld,Vögguvísur,45,2012-06-04,AR,0.747,0.92,99753,0.149,0.0,0,0.105,-11.752,1,0.0324,85.049,4,0.606
1797,ISL,Sprinter,Dave,Sprinter,92,2023-06-01,AR,0.916,0.186,226383,0.583,0.0,1,0.0798,-8.067,1,0.241,141.095,4,0.661
1756,ISL,Stingið henni í steininn,ICEGUYS,Stingið henni í steininn,48,2023-09-29,AR,0.668,0.195,191928,0.779,0.0,11,0.0655,-4.684,1,0.0675,82.956,4,0.515
1769,ISL,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
1791,ISL,The Night We Met,Lord Huron,Strange Trails,83,2015-04-07,CA,0.545,0.969,208212,0.366,0.267,2,0.641,-9.51,1,0.0378,86.997,3,0.1
1782,ISL,Water,Tyla,Water,95,2023-07-28,AR,0.673,0.0856,200256,0.722,0.0,3,0.137,-3.495,0,0.0755,117.187,4,0.519
1779,ISL,Þú ert,Hafdís Huld,Vögguvísur,45,2012-06-04,AR,0.581,0.828,135326,0.19,2.57e-05,7,0.151,-13.84,1,0.031,78.347,4,0.298
1759,ISL,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1787,ISL,prettyboitjokko,PATRi!K,prettyboitjokko,43,2023-03-03,AR,0.655,0.0227,173402,0.831,0.000277,6,0.0619,-5.848,1,0.0399,134.832,4,0.926
1818,ISR,38 וחוץ מכדורגל,Hanan Ben Ari,38 וחוץ מכדורגל,58,2023-09-13,AR,0.441,0.577,266467,0.273,0.0,1,0.0653,-12.426,0,0.0393,138.343,3,0.267
1849,ISR,I Wanna Be Yours,Arctic Monkeys,AM,95,2013-09-09,AR,0.464,0.136,183956,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479
1829,ISR,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
1812,ISR,Si No Estás,iñigo quintero,Si No Estás,99,2022-09-23,AR,0.537,0.827,184061,0.421,0.0,5,0.138,-8.72,1,0.0285,98.224,4,0.524
1823,ISR,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
1811,ISR,greedy,Tate McRae,greedy,100,2023-09-15,AR,0.75,0.256,131872,0.733,0.0,6,0.114,-3.18,0,0.0319,111.018,1,0.844
1845,ISR,vampire,Olivia Rodrigo,GUTS,95,2023-09-08,AR,0.511,0.177,219724,0.532,0.0,5,0.291,-5.745,1,0.0578,138.005,4,0.35
1836,ISR,אף פעם לא לבד,Inbal Bibi,אף פעם לא לבד,56,2023-06-20,AR,0.433,0.558,168706,0.472,0.0,1,0.308,-5.389,0,0.0424,83.262,4,0.48
1848,ISR,עד מחר,Eviatar Banai,לילה כיום יאיר,55,2009-07-09,AR,0.331,0.631,267467,0.557,0.0175,5,0.143,-7.167,1,0.0292,163.164,3,0.27
1826,ISR,את חסרה לי & אורות,Avraham Tal,את חסרה לי & אורות,56,2022-10-02,AR,0.292,0.372,268824,0.518,0.0,2,0.537,-6.974,0,0.0775,205.16,4,0.376
1834,ISR,את חסרה לי,Eden Hason,אלבום 2,54,2021-12-01,AR,0.651,0.47,169846,0.645,0.0,4,0.2,-6.173,0,0.0624,129.931,4,0.307
1844,ISR,לא תראה אותי בוכה,Eden Hason,לא תראה אותי בוכה,57,2023-06-25,AR,0.612,0.448,218659,0.678,0.00241,8,0.335,-8.995,0,0.107,122.977,4,0.548
1806,ISR,עם ישראל חי,Eyal Golan,עם ישראל חי,59,2023-10-19,AR,0.66,0.67,210858,0.582,0.0,5,0.166,-9.52,1,0.0331,105.036,4,0.479
1822,ISR,כל הכוכבים,Tuna,מזרח פרוע,56,2021-12-17,AR,0.597,0.102,161208,0.427,0.0024,7,0.675,-9.886,0,0.0266,93.031,4,0.642
1842,ISR,מתי את חוזרת,Eyal Golan,2023,53,2023-03-28,AR,0.58,0.479,230823,0.47,0.0,11,0.0782,-8.913,0,0.0331,136.032,4,0.381
1824,ISR,אני פה,Osher Cohen,אושר,58,2023-02-09,AR,0.732,0.511,127080,0.54,8.49e-06,0,0.431,-8.727,1,0.0986,106.998,4,0.349
1837,ISR,קרן שמש,Benaia Barabi,קרן שמש,52,2022-08-09,AR,0.714,0.562,227700,0.487,0.0,7,0.0895,-7.396,1,0.0257,100.009,4,0.528
1833,ISR,עיר נמל,Eyal Golan,2023,58,2023-03-28,AR,0.723,0.0594,250879,0.741,0.0,11,0.0963,-6.608,0,0.0332,100.012,4,0.556
1808,ISR,ככה וככה,Osher Cohen,Part II,62,2023-06-06,AR,0.701,0.326,219048,0.629,3.87e-06,1,0.179,-9.208,0,0.05,125.965,4,0.34
1820,ISR,היי בייב,Tuna,מזרח פרוע,57,2021-12-17,AR,0.648,0.00956,187901,0.776,0.0,2,0.145,-7.552,1,0.0401,92.033,4,0.625
1847,ISR,טיל פצמר,ליעד מאיר,טיל פצמר,57,2023-08-06,AR,0.715,0.171,135375,0.733,0.0,1,0.404,-7.498,1,0.277,160.034,4,0.403
1838,ISR,אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),Avi Aburomi,אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),55,2023-01-25,AR,0.522,0.797,184675,0.428,0.0,6,0.11,-7.764,1,0.0358,154.088,4,0.368
1814,ISR,סהרה - Live,Tuna,סהרה (Live),59,2022-06-17,AR,0.33,0.75,272774,0.768,0.0,3,0.963,-6.433,0,0.129,156.52,4,0.361
1805,ISR,חורף 23,Odeya,חורף 23,56,2023-10-22,AR,0.655,0.594,189429,0.438,2.31e-05,1,0.107,-12.477,0,0.11,140.056,4,0.227
1813,ISR,עזבת ת'בית,Peled,TATE WE MADE IT,59,2023-02-27,AR,0.725,0.436,228235,0.633,3.96e-06,10,0.0931,-6.421,0,0.0465,140.069,4,0.571
1815,ISR,עושה לי צרות,Eden Hason,עושה לי צרות,59,2022-05-22,AR,0.552,0.777,158000,0.433,0.0,6,0.139,-9.792,1,0.068,89.329,4,0.334
1802,ISR,יהיה טוב & מים שקופים,Omer Adam,יהיה טוב & מים שקופים,64,2023-09-05,AR,0.404,0.822,287141,0.365,0.0,10,0.659,-8.057,0,0.0364,93.995,4,0.452
1800,ISR,יהיה טוב,Jasmin Moallem,אין עולם,64,2023-05-30,AR,0.604,0.725,196549,0.423,0.000569,11,0.108,-11.237,0,0.202,104.238,4,0.303
1832,ISR,אהבה חולה,Peer Tasi,רדיו שטח,57,2022-11-10,AR,0.616,0.193,182700,0.4,0.000915,5,0.102,-11.169,0,0.0327,140.27,4,0.335
1807,ISR,משהו אמיתי בעיניים,ששון איפרם שאולוב,משהו אמיתי בעיניים,58,2023-01-30,AR,0.552,0.372,171280,0.588,0.0,1,0.168,-8.669,0,0.0527,144.058,4,0.507
1830,ISR,עטלף עיוור,Hanan Ben Ari,יש כאן יותר מזה,53,2023-06-12,AR,0.452,0.491,229412,0.354,0.0,0,0.119,-8.386,0,0.0325,89.805,3,0.144
1825,ISR,שלום אהובתי,Eyal Golan,שלום אהובתי,58,2023-08-15,AR,0.409,0.233,246944,0.453,0.0,11,0.211,-8.051,0,0.0364,103.094,4,0.154
1840,ISR,תראי אהובתי,Osher Cohen,אושר,56,2023-02-09,AR,0.38,0.271,196235,0.636,0.0,3,0.186,-6.376,1,0.0504,86.835,4,0.424
1801,ISR,לצאת מדיכאון,יגל אושרי,לצאת מדיכאון,63,2023-08-15,AR,0.553,0.432,190039,0.48,0.0,3,0.13,-9.552,1,0.0301,126.964,4,0.41
1843,ISR,ביחד,Marina Maximilian,ביחד,53,2021-08-23,AR,0.565,0.402,151968,0.59,0.0,1,0.265,-5.73,0,0.0838,108.111,1,0.272
1804,ISR,אהבה,Osher Cohen,Part II,64,2023-06-06,AR,0.462,0.618,205205,0.427,0.0,0,0.105,-10.983,0,0.0627,126.799,4,0.733
1810,ISR,תרקדי (7.10.23),Osher Cohen,תרקדי (7.10.23),50,2023-11-01,AR,0.469,0.743,300000,0.227,0.0,9,0.1,-10.004,1,0.0354,118.707,4,0.207
1809,ISR,לאהוב אותך כל יום,Doli & Penn,לאהוב אותך כל יום,62,2023-05-18,AR,0.607,0.164,212451,0.468,0.0,4,0.122,-8.711,1,0.039,74.996,4,0.516
1817,ISR,תרקוד לנצח,Omer Adam,תרקוד לנצח,58,2023-10-26,AR,0.515,0.00239,296400,0.687,0.0244,5,0.182,-8.68,0,0.0342,152.02,4,0.0771
1819,ISR,מולדת,Hanan Ben Ari,מולדת,56,2023-10-16,AR,0.564,0.832,168814,0.287,0.0,8,0.298,-10.938,0,0.0356,117.671,4,0.424
1803,ISR,יחפים,Jasmin Moallem,יחפים,61,2021-12-06,AR,0.343,0.857,196480,0.331,0.0,0,0.0896,-11.067,0,0.0421,173.65,3,0.154
1821,ISR,סטלות,Omer Adam,סטלות,59,2023-08-24,AR,0.636,0.871,237968,0.416,4.87e-06,1,0.0896,-8.602,0,0.042,87.914,4,0.518
1846,ISR,כשיגמר לכם הקיץ,ששון איפרם שאולוב,כשיגמר לכם הקיץ,51,2023-08-28,AR,0.522,0.732,183205,0.405,0.0,0,0.297,-9.405,0,0.0466,143.676,4,0.619
1827,ISR,שושנים עצובות (ישראל בידור),Eden Hason,שושנים עצובות (ישראל בידור),54,2021-04-11,AR,0.571,0.746,209143,0.442,0.0,8,0.0997,-10.914,0,0.0429,140.027,3,0.308
1816,ISR,שקיעות אדומות,Eden Hason,אלבום 2,56,2021-12-01,AR,0.585,0.676,212963,0.394,0.0,6,0.119,-9.016,0,0.0321,84.018,4,0.345
1831,ISR,‏שלווה בארמונותייך,Ravid Plotnik,תוך כדי תנועה,54,2021-09-24,AR,0.335,0.563,275739,0.331,4.15e-05,5,0.161,-10.124,0,0.0349,136.164,4,0.187
1835,ISR,צונאמי,Jasmin Moallem,אין עולם,55,2023-05-30,IL,0.881,0.284,167890,0.514,2.34e-05,7,0.117,-6.671,0,0.0711,109.012,4,0.621
1841,ISR,סיגליות,Omer Adam,סוף העולם,56,2023-06-01,AR,0.665,0.771,214000,0.553,0.0,8,0.374,-7.793,0,0.0372,139.944,4,0.676
1839,ISR,רונדלים,Static,לירז,59,2023-02-22,AR,0.857,0.117,114625,0.621,2.38e-05,11,0.0975,-6.86,0,0.203,108.966,4,0.615
1828,ISR,אינטלקטוערסית,Odeya,אינטלקטוערסית,58,2023-06-13,AR,0.85,0.304,128000,0.64,0.000114,2,0.0808,-8.184,1,0.106,149.973,4,0.19
1975,KAZ,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4 (Music from the HBO Original Series),90,2023-06-23,AR,0.522,0.0545,244685,0.641,0.0,8,0.162,-6.287,1,0.0318,87.51,4,0.202
1963,KAZ,3D (feat. Jack Harlow),Jung Kook,3D : The Remixes,89,2023-10-02,AR,0.853,0.0322,201812,0.824,0.0,1,0.0859,-3.287,1,0.103,108.044,4,0.888
1965,KAZ,5000,Irina Kairatovna,13 ВЫПУСК,58,2020-10-30,AR,0.776,0.0361,194286,0.545,9.67e-06,8,0.0875,-9.194,1,0.444,209.808,4,0.589
1981,KAZ,Adjare Gudju,Hiro,Adjare Gudju,56,2023-05-19,AR,0.969,0.0337,235000,0.568,0.000864,7,0.14,-8.097,1,0.292,119.992,4,0.554
1977,KAZ,Aiga qarap,Sadraddin,Aiga qarap,55,2023-08-10,AR,0.587,0.19,197834,0.854,8.32e-06,2,0.078,-5.606,0,0.0541,89.986,4,0.698
1985,KAZ,Automotivo Bibi Fogosa,Bibi Babydoll,Automotivo Bibi Fogosa,89,2023-05-19,AR,0.726,0.2,129778,0.873,1.71e-06,9,0.0953,-3.122,1,0.0266,135.052,4,0.725
1976,KAZ,Big City Life,V $ X V PRiNCE,Әліппе,54,2023-09-01,AR,0.551,0.739,264023,0.421,6.49e-05,6,0.0983,-11.843,1,0.731,80.006,4,0.385
1999,KAZ,Dark Red,Steve Lacy,Dark Red,90,2017-02-20,AR,0.603,0.446,173104,0.784,8.32e-06,6,0.119,-4.023,1,0.062,172.041,4,0.769
1962,KAZ,I Wanna Be Yours,Arctic Monkeys,AM,95,2013-09-09,AR,0.464,0.136,183956,0.417,0.022,0,0.0974,-9.345,0,0.0256,67.528,4,0.479
1995,KAZ,Kõk tu,Irina Kairatovna,Kõk tu,54,2022-03-18,AR,0.925,0.0569,220730,0.65,0.00631,6,0.0917,-6.667,1,0.155,137.052,4,0.923
1994,KAZ,LOVELY BASTARDS,ZWE1HVNDXR,LOVELY BASTARDS,88,2023-08-25,AR,0.613,0.832,116104,0.81,0.899,1,0.137,-6.16,1,0.488,150.251,4,0.686
1982,KAZ,METAMORPHOSIS,INTERWORLD,METAMORPHOSIS,88,2021-11-25,AR,0.593,0.426,142839,0.641,0.901,7,0.122,-12.727,0,0.0992,175.014,4,0.147
1984,KAZ,MONTAGEM - PR FUNK,S3BZS,MONTAGEM - PR FUNK,88,2023-05-01,AR,0.877,0.734,61673,0.803,0.056,9,0.087,-3.195,1,0.0507,130.028,4,0.795
1998,KAZ,Moonlight,Kali Uchis,Red Moon In Venus,86,2023-03-03,AR,0.642,0.518,187723,0.706,0.0,7,0.25,-6.872,0,0.052,136.851,4,0.896
1971,KAZ,My Love Mine All Mine,Mitski,The Land Is Inhospitable and So Are We,97,2023-09-15,AR,0.504,0.868,137773,0.308,0.135,9,0.158,-14.958,1,0.0321,113.95,4,0.121
1996,KAZ,NE ÁŃGIME?,Irina Kairatovna,NE ÁŃGIME?,55,2019-07-08,AR,0.821,0.14,211724,0.606,0.0,5,0.107,-5.976,1,0.27,173.997,4,0.509
1992,KAZ,Ne sebep?,Sadraddin,Ne sebep?,52,2023-02-18,AR,0.531,0.455,155480,0.582,0.0,2,0.163,-7.267,0,0.0872,179.911,4,0.424
1961,KAZ,Paint The Town Red,Doja Cat,Scarlet,89,2023-09-20,AR,0.864,0.255,230480,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726
1952,KAZ,Seven (feat. Latto) (Explicit Ver.),Jung Kook,GOLDEN,83,2023-11-03,AR,0.79,0.312,183551,0.831,0.0,11,0.0797,-4.185,1,0.044,124.987,4,0.872
1968,KAZ,Sheker,Darkhan Juzz,TBRN,54,2019-04-26,AR,0.705,0.48,217355,0.55,0.0,8,0.328,-8.729,0,0.128,160.017,4,0.491
1950,KAZ,Standing Next to You,Jung Kook,GOLDEN,93,2023-11-03,AR,0.711,0.0447,206020,0.809,0.0,2,0.339,-4.389,0,0.0955,106.017,4,0.816
1986,KAZ,Starboy,The Weeknd,Starboy,94,2016-11-25,AR,0.679,0.141,230453,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486
1967,KAZ,Strangers,Kenya Grace,Strangers,98,2023-09-01,AR,0.628,0.701,172965,0.523,0.00274,11,0.219,-8.307,0,0.0946,169.982,4,0.416
1980,KAZ,Sweater Weather,The Neighbourhood,I Love You.,93,2013-04-19,AR,0.612,0.0495,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398
